dataset	model_key	family	layer_index	layer_name	quality_score	slice_count	raw_value_mean	dataset_rank	dataset_rank_int
AGIQA-3K	fastvithd_7b	FastViTHD	1	block_001	0.45375319389660546	8	0.150831596576027	69.0	69
AGIQA-3K	ijepa_vith14	I-JEPA	21	hidden_state_021	0.7288184044100705	8	0.2255120726172622	30.0	30
AGIQA-3K	internvit_300m	InternViT	9	hidden_state_009	0.8437256051638817	8	0.27183705148731857	18.0	18
AGIQA-3K	internvit_300m_v25	InternViT	9	hidden_state_009	0.8844752982403048	8	0.2996303844694745	13.0	13
AGIQA-3K	internvit_6b_v25	InternViT	34	hidden_state_034	0.9980277795927631	8	0.5043419108594512	1.0	1
AGIQA-3K	resnet101	ResNet	0	hidden_state_000	0.5246191181578396	8	0.17289662805267259	60.0	60
AGIQA-3K	resnet152	ResNet	0	hidden_state_000	0.5175310749374976	8	0.1700492181315775	61.0	61
AGIQA-3K	resnet18	ResNet	2	hidden_state_002	0.6088361105475104	8	0.19756018804636896	48.0	48
AGIQA-3K	resnet34	ResNet	2	hidden_state_002	0.5522662050490218	8	0.1843218478510198	56.0	56
AGIQA-3K	resnet50	ResNet	2	hidden_state_002	0.5745441712031748	8	0.18909840975252323	54.0	54
AGIQA-3K	resnext101_32x8d	ResNeXt	2	feature_map_002	0.6752333736833236	8	0.21546773707447986	39.0	39
AGIQA-3K	resnext50_32x4d	ResNeXt	2	feature_map_002	0.5249654818442239	8	0.17712708830314647	59.0	59
AGIQA-3K	siglip2_base	SigLIP2	1	pooler_output	0.23891958602285507	8	0.09358535966770197	75.0	75
AGIQA-3K	siglip2_base_naflex	SigLIP2	1	pooler_output	0.5356459064820196	8	0.17305683585191506	58.0	58
AGIQA-3K	siglip2_large	SigLIP2	1	pooler_output	0.6372424464130348	8	0.2165972706957574	44.0	44
AGIQA-3K	siglip2_so400m	SigLIP2	1	pooler_output	0.5924815759880876	8	0.19262285940926516	51.0	51
AGIQA-3K	siglip2_so400m_naflex	SigLIP2	1	pooler_output	0.3934385198546025	8	0.1397912870664429	71.0	71
AGIQA-3K	siglip_base	SigLIP	8	hidden_state_008	0.791416843484451	8	0.2457828897182076	22.0	22
AGIQA-3K	siglip_large	SigLIP	10	hidden_state_010	0.9032934963151976	8	0.31782821026075914	11.0	11
AGIQA-3K	siglip_so400m	SigLIP	13	hidden_state_013	0.9755094114632947	8	0.43401369721896493	4.0	4
AGIQA-3K	swin_base	Swin	3	hidden_state_003	0.8510885470220675	8	0.280158073546113	17.0	17
AGIQA-3K	swin_large	Swin	3	hidden_state_003	0.6342789574227361	8	0.20474520146077763	45.0	45
AGIQA-3K	swin_small	Swin	3	hidden_state_003	0.7279009651327939	8	0.23155287789288576	31.0	31
AGIQA-3K	swin_tiny	Swin	3	hidden_state_003	0.5366861796697949	8	0.17604302884802497	57.0	57
AGIQA-3K	swinv2_base	SwinV2	3	hidden_state_003	0.36819985883234924	8	0.12990333192679981	73.0	73
AGIQA-3K	swinv2_large	SwinV2	3	hidden_state_003	0.8684254304667646	8	0.2877223910726158	15.0	15
AGIQA-3K	swinv2_small	SwinV2	3	hidden_state_003	0.646962337811953	8	0.20101785851889914	42.0	42
AGIQA-3K	swinv2_tiny	SwinV2	3	hidden_state_003	0.39336254122404907	8	0.1370168247287633	72.0	72
AGIQA-3K	vgg11	VGG	2	feature_map_002	0.45567071398849335	8	0.15655577284802025	68.0	68
AGIQA-3K	vgg11_bn	VGG	2	feature_map_002	0.4651701921324397	8	0.15807847334719874	67.0	67
AGIQA-3K	vgg13	VGG	1	feature_map_001	0.5954031531454078	8	0.19781206369656304	50.0	50
AGIQA-3K	vgg13_bn	VGG	2	feature_map_002	0.4667470442485789	8	0.1593946645825457	66.0	66
AGIQA-3K	vgg16	VGG	1	feature_map_001	0.5773121791058121	8	0.19112875505633825	53.0	53
AGIQA-3K	vgg16_bn	VGG	2	feature_map_002	0.6199112586789735	8	0.2011900671867039	47.0	47
AGIQA-3K	vgg19	VGG	1	feature_map_001	0.49965438857728456	8	0.17117854279976955	62.0	62
AGIQA-3K	vgg19_bn	VGG	2	feature_map_002	0.7064188939402798	8	0.22089322928647173	35.0	35
AGIQA-3K	vit_base	ViT	3	hidden_state_003	0.6471927454270966	8	0.20902765830906883	41.0	41
AGIQA-3K	vit_huge	ViT	16	hidden_state_016	0.7525684430979164	8	0.23402664259422434	26.0	26
AGIQA-3K	vit_large	ViT	14	hidden_state_014	0.6878767766318533	8	0.21590504555224221	37.0	37
AGIQA-3K	vit_mae_base	MAE	8	hidden_state_008	0.6077099718352482	8	0.19545510423963874	49.0	49
AGIQA-3K	vit_mae_huge	MAE	11	hidden_state_011	0.7245824076907998	8	0.2232771833121598	32.0	32
AGIQA-3K	vit_mae_large	MAE	12	hidden_state_012	0.7532245244833883	8	0.23132504469277884	25.0	25
AGIQA-3K	vit_small	ViT	5	block_005	0.8361497726874125	8	0.2704304589942539	19.0	19
AGIQA-3K	vit_tiny	ViT	4	block_004	0.7873918029911723	8	0.24663156536606431	23.0	23
LIVEC	clip_vit_b16	CLIP	1	hidden_state_001	0.778114777380744	8	0.006442697671207482	47.0	47
LIVEC	clip_vit_b32	CLIP	10	hidden_state_010	0.7339217400035012	8	0.0059052366289705895	51.0	51
LIVEC	clip_vit_l14	CLIP	23	hidden_state_023	0.8854560339412413	8	0.012133274666315945	24.0	24
LIVEC	clip_vit_l14_336	CLIP	20	hidden_state_020	0.8943093800094052	8	0.010463334067971418	20.0	20
LIVEC	convnext_base	ConvNeXt	0	hidden_state_000	0.7913239461155335	8	0.006980085597749737	44.0	44
LIVEC	convnext_large	ConvNeXt	0	hidden_state_000	0.7281697199367034	8	0.004877318035226218	52.0	52
LIVEC	convnext_small	ConvNeXt	0	hidden_state_000	0.7197635732355738	8	0.004692799408095932	54.0	54
LIVEC	convnext_tiny	ConvNeXt	0	hidden_state_000	0.8328175898560723	8	0.008150724686060309	37.0	37
LIVEC	dino_vitb16	DINO	11	hidden_state_011	0.9050481718138038	8	0.010723802989796567	16.0	16
LIVEC	dino_vitb8	DINO	1	hidden_state_001	0.9212625546207527	8	0.011196042085920644	13.0	13
LIVEC	dino_vits16	DINO	1	hidden_state_001	0.8965436605601266	8	0.010126035847697779	17.0	17
