dataset	family	model_key	triplet_score	dataset_rank_int	layer_name	layer_index	family_rank
SPAQ	InternViT	internvit_6b_v25	0.9895536562203229	4	hidden_state_024	24	1
SPAQ	InternViT	internvit_300m	0.976258309591643	5	hidden_state_008	8	2
SPAQ	InternViT	internvit_300m_v25	0.976258309591643	6	hidden_state_009	9	3
SPAQ	MAE	vit_mae_large	0.8494776828110162	21	hidden_state_005	5	1
SPAQ	MAE	vit_mae_huge	0.7882241215574549	24	hidden_state_006	6	2
SPAQ	MAE	vit_mae_base	0.6433998100664767	43	hidden_state_003	3	3
SPAQ	ResNeXt	resnext101_32x8d	0.8010446343779677	22	feature_map_002	2	1
SPAQ	ResNeXt	resnext50_32x4d	0.751661918328585	27	feature_map_002	2	2
SPAQ	ResNet	resnet18	0.7697056030389364	25	hidden_state_001	1	1
SPAQ	ResNet	resnet101	0.7402659069325737	30	hidden_state_001	1	2
SPAQ	ResNet	resnet34	0.7388414055080721	31	hidden_state_001	1	3
SPAQ	ResNet	resnet50	0.7094017094017093	34	hidden_state_002	2	4
SPAQ	ResNet	resnet152	0.6842355175688509	39	hidden_state_002	2	5
SPAQ	SigLIP	siglip_so400m	1.0	1	hidden_state_013	13	1
SPAQ	SigLIP	siglip_large	0.9501424501424501	9	hidden_state_007	7	2
SPAQ	SigLIP	siglip_base	0.9230769230769231	13	hidden_state_001	1	3
SPAQ	SigLIP2	siglip2_large	0.45821462488129155	67	pooler_output	1	1
SPAQ	SigLIP2	siglip2_so400m	0.392687559354226	71	pooler_output	1	2
SPAQ	SigLIP2	siglip2_base	0.301994301994302	72	pooler_output	1	3
SPAQ	SigLIP2	siglip2_base_naflex	0.2630579297245964	73	pooler_output	1	4
SPAQ	Swin	swin_tiny	0.5959164292497625	52	hidden_state_002	2	1
SPAQ	Swin	swin_large	0.5527065527065527	56	hidden_state_001	1	2
SPAQ	Swin	swin_small	0.5218423551756886	59	hidden_state_002	2	3
SPAQ	Swin	swin_base	0.4990503323836657	61	hidden_state_002	2	4
SPAQ	SwinV2	swinv2_tiny	0.5930674264007598	53	hidden_state_002	2	1
SPAQ	SwinV2	swinv2_small	0.5607787274453941	54	hidden_state_002	2	2
SPAQ	SwinV2	swinv2_base	0.5242165242165242	58	hidden_state_002	2	3
SPAQ	SwinV2	swinv2_large	0.4962013295346629	62	hidden_state_002	2	4
SPAQ	VGG	vgg16	0.7578347578347578	26	feature_map_001	1	1
SPAQ	VGG	vgg19	0.7431149097815765	29	feature_map_001	1	2
SPAQ	VGG	vgg13	0.6951566951566952	37	feature_map_001	1	3
SPAQ	VGG	vgg19_bn	0.6623931623931625	41	feature_map_001	1	4
SPAQ	VGG	vgg13_bn	0.6424501424501424	44	feature_map_001	1	5
SPAQ	VGG	vgg16_bn	0.6296296296296295	47	feature_map_001	1	6
SPAQ	VGG	vgg11	0.6253561253561253	48	feature_map_002	2	7
SPAQ	VGG	vgg11_bn	0.5018993352326686	60	feature_map_002	2	8
SPAQ	ViT	vit_small	0.878917378917379	20	block_004	4	1
SPAQ	ViT	vit_tiny	0.8005698005698005	23	block_003	3	2
SPAQ	ViT	vit_huge	0.5593542260208927	55	hidden_state_008	8	3
SPAQ	ViT	vit_base	0.4862298195631529	64	hidden_state_003	3	4
SPAQ	ViT	vit_large	0.40978157644824315	69	hidden_state_011	11	5
TID2013	CLIP	clip_vit_l14_336	0.9762989972652689	7	image_embeds_l2	27	1
TID2013	CLIP	clip_vit_b16	0.9635369188696445	13	hidden_state_012	12	2
TID2013	CLIP	clip_vit_l14	0.9535095715587967	18	image_embeds_l2	27	3
TID2013	CLIP	clip_vit_b32	0.9102096627164995	30	image_embeds_l2	15	4
TID2013	ConvNeXt	convnext_tiny	0.736098450319052	52	hidden_state_002	2	1
TID2013	ConvNeXt	convnext_base	0.6093892433910666	62	hidden_state_004	4	2
TID2013	ConvNeXt	convnext_small	0.5897903372835005	65	hidden_state_004	4	3
TID2013	ConvNeXt	convnext_large	0.5382862351868734	68	hidden_state_004	4	4
TID2013	DINO	dino_vits8	0.898359161349134	33	hidden_state_012	12	1
TID2013	DINO	dino_vits16	0.8432087511394712	40	hidden_state_012	12	2
TID2013	DINO	dino_vitb16	0.8236098450319052	41	hidden_state_012	12	3
TID2013	DINO	dino_vitb8	0.7921604375569735	44	hidden_state_012	12	4
TID2013	DINOv2	dinov2_small	0.9293527803099362	28	hidden_state_012	12	1
TID2013	DINOv2	dinov2_base	0.8969917958067457	34	hidden_state_012	12	2
TID2013	DINOv2	dinov2_large	0.8710118505013673	36	hidden_state_024	24	3
TID2013	DINOv2	dinov2_giant	0.8687329079307201	38	hidden_state_040	40	4
TID2013	DINOv3	dinov3_vits16plus	0.9826800364630812	5	block_009	9	1
TID2013	DINOv3	dinov3_vits16	0.9731084776663628	8	block_010	10	2
TID2013	DINOv3	dinov3_vitb16	0.9617137648131266	14	block_010	10	3
TID2013	DINOv3	dinov3_vitl16	0.9443938012762079	20	block_016	16	4
TID2013	DINOv3	dinov3_vit7b16	0.9430264357338195	21	block_023	23	5
TID2013	DINOv3	dinov3_vith16plus	0.8947128532360984	35	block_026	26	6
TID2013	FastViT	fastvit_t8	0.7948951686417502	43	feature_map_003	3	1
TID2013	FastViT	fastvit_ma36	0.7707383773928898	49	feature_map_002	2	2
TID2013	FastViT	fastvit_s12	0.7588878760255242	50	feature_map_003	3	3
TID2013	FastViT	fastvit_t12	0.6937101185050137	55	feature_map_003	3	4
TID2013	FastViT	fastvit_sa12	0.678669097538742	57	feature_map_003	3	5
TID2013	FastViT	fastvit_sa36	0.5989061075660893	64	feature_map_002	2	6
TID2013	FastViT	fastvit_sa24	0.5195989061075661	69	feature_map_002	2	7
TID2013	FastViTHD	fastvithd_15b	0.9963536918869644	1	image_embeddings	44	1
TID2013	FastViTHD	fastvithd_05b	0.9949863263445762	2	canonical_embedding	45	2
TID2013	FastViTHD	fastvithd_7b	0.9817684594348222	6	canonical_embedding	45	3
TID2013	I-JEPA	ijepa_vith14	0.7392889699179581	51	hidden_state_007	7	1
TID2013	InternViT	internvit_6b_v25	0.5993618960802187	63	hidden_state_044	44	1
TID2013	InternViT	internvit_300m_v25	0.31358249772105745	74	hidden_state_019	19	2
TID2013	InternViT	internvit_300m	0.26298997265268914	75	hidden_state_001	1	3
TID2013	MAE	vit_mae_base	0.7835004557885141	45	hidden_state_012	12	1
TID2013	MAE	vit_mae_huge	0.7793983591613491	46	hidden_state_027	27	2
TID2013	MAE	vit_mae_large	0.7725615314494074	48	hidden_state_023	23	3
TID2013	ResNeXt	resnext101_32x8d	0.9243391066545124	29	feature_map_003	3	1
TID2013	ResNeXt	resnext50_32x4d	0.8564266180492252	39	feature_map_004	4	2
TID2013	ResNet	resnet18	0.9366453965360073	25	hidden_state_004	4	1
TID2013	ResNet	resnet34	0.9020054694621695	31	hidden_state_004	4	2
TID2013	ResNet	resnet50	0.8231540565177757	42	hidden_state_004	4	3
TID2013	ResNet	resnet101	0.690975387420237	56	hidden_state_004	4	4
TID2013	ResNet	resnet152	0.6563354603463992	59	hidden_state_003	3	5
TID2013	SigLIP	siglip_so400m	0.9649042844120328	12	image_embeds_l2	29	1
TID2013	SigLIP	siglip_base	0.9389243391066545	24	hidden_state_012	12	2
TID2013	SigLIP	siglip_large	0.9010938924339107	32	hidden_state_024	24	3
TID2013	SigLIP2	siglip2_so400m_naflex	0.966271649954421	11	image_embeds_l2	2	1
TID2013	SigLIP2	siglip2_base_naflex	0.954876937101185	16	image_embeds_l2	2	2
TID2013	SigLIP2	siglip2_base	0.9471285323609845	19	image_embeds_l2	2	3
TID2013	SigLIP2	siglip2_large	0.9320875113947129	27	image_embeds_l2	2	4
TID2013	SigLIP2	siglip2_so400m	0.8710118505013673	37	image_embeds_l2	2	5
TID2013	Swin	swin_tiny	0.6431175934366454	61	hidden_state_003	3	1
TID2013	Swin	swin_large	0.5405651777575204	67	hidden_state_003	3	2
TID2013	Swin	swin_small	0.4749316317228806	71	hidden_state_003	3	3
TID2013	Swin	swin_base	0.4608021877848678	72	hidden_state_003	3	4
TID2013	SwinV2	swinv2_tiny	0.6485870556061988	60	hidden_state_003	3	1
TID2013	SwinV2	swinv2_small	0.5610756608933455	66	hidden_state_003	3	2
TID2013	SwinV2	swinv2_base	0.4867821330902461	70	hidden_state_003	3	3
TID2013	SwinV2	swinv2_large	0.43345487693710116	73	hidden_state_003	3	4
TID2013	VGG	vgg16	0.9936189608021878	3	feature_map_005	5	1
TID2013	VGG	vgg19	0.9899726526891522	4	feature_map_005	5	2
TID2013	VGG	vgg11	0.9731084776663628	9	feature_map_005	5	3
TID2013	VGG	vgg13	0.9717411121239745	10	feature_map_005	5	4
TID2013	VGG	vgg19_bn	0.959890610756609	15	feature_map_004	4	5
TID2013	VGG	vgg11_bn	0.9544211485870556	17	feature_map_004	4	6
TID2013	VGG	vgg13_bn	0.9407474931631723	22	feature_map_004	4	7
TID2013	VGG	vgg16_bn	0.939380127620784	23	feature_map_005	5	8
TID2013	ViT	vit_tiny	0.9348222424794895	26	block_010	10	1
TID2013	ViT	vit_small	0.773017319963537	47	block_011	11	2
TID2013	ViT	vit_huge	0.7174111212397447	53	hidden_state_029	29	3
TID2013	ViT	vit_base	0.7023701002734731	54	hidden_state_012	12	4
TID2013	ViT	vit_large	0.6604375569735642	58	hidden_state_021	21	5
kadid10k	CLIP	clip_vit_l14_336	0.9936189608021878	4	hidden_state_023	23	1
kadid10k	CLIP	clip_vit_l14	0.9781221513217867	7	hidden_state_023	23	2
kadid10k	CLIP	clip_vit_b16	0.9653600729261622	10	hidden_state_012	12	3
kadid10k	CLIP	clip_vit_b32	0.955788514129444	14	hidden_state_011	11	4
kadid10k	ConvNeXt	convnext_tiny	0.8240656335460346	45	hidden_state_004	4	1
kadid10k	ConvNeXt	convnext_small	0.7702825888787602	52	hidden_state_004	4	2
kadid10k	ConvNeXt	convnext_base	0.7443026435733819	54	hidden_state_004	4	3
kadid10k	ConvNeXt	convnext_large	0.7046490428441203	62	hidden_state_004	4	4
kadid10k	DINO	dino_vits8	0.7876025524156791	49	hidden_state_012	12	1
kadid10k	DINO	dino_vits16	0.7365542388331814	55	hidden_state_012	12	2
kadid10k	DINO	dino_vitb8	0.6422060164083865	67	hidden_state_012	12	3
kadid10k	DINO	dino_vitb16	0.5656335460346399	72	hidden_state_012	12	4
kadid10k	DINOv2	dinov2_large	0.9448495897903373	15	hidden_state_024	24	1
kadid10k	DINOv2	dinov2_base	0.9398359161349135	16	hidden_state_011	11	2
kadid10k	DINOv2	dinov2_small	0.9243391066545124	25	hidden_state_011	11	3
kadid10k	DINOv2	dinov2_giant	0.915679124886053	29	hidden_state_040	40	4
kadid10k	DINOv3	dinov3_vits16plus	0.9170464904284412	28	block_009	9	1
kadid10k	DINOv3	dinov3_vits16	0.8833181403828624	38	block_010	10	2
kadid10k	DINOv3	dinov3_vitb16	0.881950774840474	39	block_010	10	3
kadid10k	DINOv3	dinov3_vitl16	0.8596171376481312	41	block_021	21	4
kadid10k	DINOv3	dinov3_vith16plus	0.8427529626253418	42	block_030	30	5
kadid10k	DINOv3	dinov3_vit7b16	0.833637192342753	43	block_035	35	6
kadid10k	FastViT	fastvit_t8	0.9279854147675479	22	feature_map_003	3	1
kadid10k	FastViT	fastvit_t12	0.9029170464904285	33	feature_map_003	3	2
kadid10k	FastViT	fastvit_s12	0.8874202370100273	37	feature_map_003	3	3
kadid10k	FastViT	fastvit_sa12	0.8299908842297175	44	feature_map_003	3	4
kadid10k	FastViT	fastvit_sa24	0.7825888787602553	50	feature_map_003	3	5
kadid10k	FastViT	fastvit_ma36	0.7051048313582498	61	feature_map_002	2	6
kadid10k	FastViT	fastvit_sa36	0.6886964448495898	64	feature_map_003	3	7
kadid10k	FastViTHD	fastvithd_05b	0.9981768459434823	2	block_043	43	1
kadid10k	FastViTHD	fastvithd_15b	0.9963536918869644	3	block_043	43	2
kadid10k	FastViTHD	fastvithd_7b	0.9817684594348223	6	block_043	43	3
kadid10k	I-JEPA	ijepa_vith14	0.7247037374658158	59	hidden_state_002	2	1
kadid10k	InternViT	internvit_6b_v25	0.7260711030082042	58	hidden_state_045	45	1
kadid10k	InternViT	internvit_300m_v25	0.6873290793072016	65	hidden_state_020	20	2
kadid10k	InternViT	internvit_300m	0.46946216955332726	75	hidden_state_010	10	3
kadid10k	MAE	vit_mae_base	0.7748404740200547	51	hidden_state_012	12	1
kadid10k	MAE	vit_mae_large	0.7151321786690976	60	hidden_state_023	23	2
kadid10k	MAE	vit_mae_huge	0.6923427529626254	63	hidden_state_027	27	3
kadid10k	ResNeXt	resnext50_32x4d	0.9029170464904285	34	feature_map_004	4	1
kadid10k	ResNeXt	resnext101_32x8d	0.890154968094804	36	feature_map_004	4	2
kadid10k	ResNet	resnet34	0.9266180492251596	23	hidden_state_004	4	1
kadid10k	ResNet	resnet50	0.9079307201458524	31	hidden_state_004	4	2
kadid10k	ResNet	resnet18	0.8814949863263446	40	hidden_state_004	4	3
kadid10k	ResNet	resnet101	0.8208751139471285	46	hidden_state_004	4	4
kadid10k	ResNet	resnet152	0.7989972652689152	48	hidden_state_004	4	5
kadid10k	SigLIP	siglip_so400m	0.9822242479489516	5	hidden_state_027	27	1
kadid10k	SigLIP	siglip_base	0.959890610756609	13	hidden_state_012	12	2
kadid10k	SigLIP	siglip_large	0.9320875113947129	19	hidden_state_024	24	3
kadid10k	SigLIP2	siglip2_so400m_naflex	0.9990884229717412	1	hidden_state_000	0	1
kadid10k	SigLIP2	siglip2_base_naflex	0.9767547857793983	8	pooler_output	1	2
kadid10k	SigLIP2	siglip2_base	0.9325432999088423	18	pooler_output	1	3
kadid10k	SigLIP2	siglip2_large	0.92616226071103	24	pooler_output	1	4
kadid10k	SigLIP2	siglip2_so400m	0.9243391066545124	26	hidden_state_000	0	5
kadid10k	Swin	swin_tiny	0.8026435733819508	47	hidden_state_004	4	1
kadid10k	Swin	swin_base	0.6394712853236099	68	canonical_embedding	5	2
kadid10k	Swin	swin_large	0.5920692798541477	71	canonical_embedding	5	3
kadid10k	Swin	swin_small	0.5464904284412033	73	hidden_state_004	4	4
kadid10k	SwinV2	swinv2_tiny	0.6859617137648131	66	hidden_state_004	4	1
kadid10k	SwinV2	swinv2_base	0.6289881494986326	69	hidden_state_004	4	2
kadid10k	SwinV2	swinv2_small	0.6130355515041022	70	hidden_state_004	4	3
kadid10k	SwinV2	swinv2_large	0.49088422971741114	74	hidden_state_004	4	4
kadid10k	VGG	vgg19	0.9721969006381039	9	feature_map_004	4	1
kadid10k	VGG	vgg16	0.9653600729261622	11	feature_map_005	5	2
kadid10k	VGG	vgg13	0.9334548769371012	17	feature_map_005	5	3
kadid10k	VGG	vgg11	0.931175934366454	20	feature_map_004	4	4
kadid10k	VGG	vgg19_bn	0.9293527803099362	21	feature_map_004	4	5
kadid10k	VGG	vgg16_bn	0.9234275296262534	27	feature_map_004	4	6
kadid10k	VGG	vgg11_bn	0.9156791248860529	30	feature_map_004	4	7
kadid10k	VGG	vgg13_bn	0.9051959890610757	32	feature_map_004	4	8
kadid10k	ViT	vit_tiny	0.9608021877848678	12	block_010	10	1
kadid10k	ViT	vit_small	0.8919781221513218	35	block_010	10	2
kadid10k	ViT	vit_base	0.7552415679124886	53	hidden_state_012	12	3
kadid10k	ViT	vit_large	0.736098450319052	56	hidden_state_024	24	4
kadid10k	ViT	vit_huge	0.726982680036463	57	hidden_state_032	32	5
koniq10k	CLIP	clip_vit_l14_336	0.9922515952597994	2	hidden_state_016	16	1
koniq10k	CLIP	clip_vit_l14	0.9799453053783045	4	hidden_state_016	16	2
koniq10k	CLIP	clip_vit_b16	0.9612579762989972	5	hidden_state_008	8	3
koniq10k	CLIP	clip_vit_b32	0.9170464904284412	14	hidden_state_008	8	4
koniq10k	ConvNeXt	convnext_small	0.5278030993618961	57	hidden_state_001	1	1
koniq10k	ConvNeXt	convnext_base	0.35551504102096626	67	hidden_state_001	1	2
koniq10k	ConvNeXt	convnext_tiny	0.2848678213309025	70	hidden_state_001	1	3
koniq10k	ConvNeXt	convnext_large	0.27939835916134914	72	hidden_state_000	0	4
koniq10k	DINO	dino_vitb8	0.8040109389243391	21	hidden_state_005	5	1
koniq10k	DINO	dino_vits8	0.7789425706472197	29	hidden_state_006	6	2
koniq10k	DINO	dino_vits16	0.7247037374658158	36	hidden_state_006	6	3
koniq10k	DINO	dino_vitb16	0.6645396536007293	44	hidden_state_005	5	4
koniq10k	DINOv2	dinov2_base	0.9530537830446673	6	hidden_state_003	3	1
koniq10k	DINOv2	dinov2_small	0.9503190519598905	7	hidden_state_007	7	2
koniq10k	DINOv2	dinov2_large	0.9325432999088423	12	hidden_state_016	16	3
koniq10k	DINOv2	dinov2_giant	0.92616226071103	13	hidden_state_017	17	4
koniq10k	DINOv3	dinov3_vith16plus	0.8368277119416591	17	block_002	2	1
koniq10k	DINOv3	dinov3_vitl16	0.8204193254329991	18	block_002	2	2
koniq10k	DINOv3	dinov3_vitb16	0.8126709206927984	20	block_000	0	3
koniq10k	DINOv3	dinov3_vit7b16	0.8021877848678214	23	block_001	1	4
koniq10k	DINOv3	dinov3_vits16	0.8012762078395625	25	block_000	0	5
koniq10k	DINOv3	dinov3_vits16plus	0.6873290793072016	43	block_000	0	6
koniq10k	FastViT	fastvit_sa24	0.7784867821330903	30	feature_map_002	2	1
koniq10k	FastViT	fastvit_ma36	0.7479489516864175	32	feature_map_000	0	2
koniq10k	FastViT	fastvit_sa36	0.6558796718322698	45	feature_map_000	0	3
koniq10k	FastViT	fastvit_t12	0.5907019143117593	53	feature_map_000	0	4
koniq10k	FastViT	fastvit_sa12	0.5565177757520511	56	feature_map_001	1	5
koniq10k	FastViT	fastvit_s12	0.4621695533272561	63	feature_map_000	0	6
koniq10k	FastViT	fastvit_t8	0.34184138559708294	69	feature_map_001	1	7
koniq10k	FastViTHD	fastvithd_15b	0.8017319963536919	24	block_024	24	1
koniq10k	FastViTHD	fastvithd_05b	0.7917046490428441	27	block_024	24	2
koniq10k	FastViTHD	fastvithd_7b	0.7206016408386509	38	block_024	24	3
koniq10k	I-JEPA	ijepa_vith14	0.8185961713764813	19	hidden_state_002	2	1
koniq10k	InternViT	internvit_6b_v25	1.0	1	hidden_state_031	31	1
koniq10k	InternViT	internvit_300m_v25	0.9822242479489517	3	hidden_state_011	11	2
koniq10k	InternViT	internvit_300m	0.9430264357338195	9	hidden_state_009	9	3
koniq10k	MAE	vit_mae_large	0.7935278030993619	26	hidden_state_007	7	1
koniq10k	MAE	vit_mae_huge	0.6955332725615315	41	hidden_state_007	7	2
koniq10k	MAE	vit_mae_base	0.687784867821331	42	hidden_state_004	4	3
koniq10k	ResNeXt	resnext50_32x4d	0.6052871467639015	50	feature_map_001	1	1
koniq10k	ResNeXt	resnext101_32x8d	0.5752051048313582	55	feature_map_002	2	2
koniq10k	ResNet	resnet18	0.7488605287146763	31	hidden_state_000	0	1
koniq10k	ResNet	resnet34	0.7219690063810392	37	hidden_state_000	0	2
koniq10k	ResNet	resnet50	0.7082953509571559	40	hidden_state_001	1	3
koniq10k	ResNet	resnet101	0.6185050136736554	49	hidden_state_000	0	4
koniq10k	ResNet	resnet152	0.5788514129443938	54	hidden_state_000	0	5
koniq10k	SigLIP	siglip_so400m	0.9453053783044667	8	hidden_state_010	10	1
koniq10k	SigLIP	siglip_large	0.9134001823154057	15	hidden_state_008	8	2
koniq10k	SigLIP	siglip_base	0.8463992707383774	16	hidden_state_001	1	3
koniq10k	SigLIP2	siglip2_so400m	0.34913400182315407	68	pooler_output	1	1
koniq10k	SigLIP2	siglip2_large	0.27985414767547856	71	pooler_output	1	2
koniq10k	SigLIP2	siglip2_so400m_naflex	0.26891522333637197	73	pooler_output	1	3
koniq10k	SigLIP2	siglip2_base_naflex	0.23062898814949861	74	pooler_output	1	4
koniq10k	SigLIP2	siglip2_base	0.15724703737465817	75	pooler_output	1	5
koniq10k	Swin	swin_small	0.5218778486782134	59	hidden_state_001	1	1
koniq10k	Swin	swin_base	0.4772105742935278	62	hidden_state_001	1	2
koniq10k	Swin	swin_large	0.45715587967183224	64	hidden_state_001	1	3
koniq10k	Swin	swin_tiny	0.3814949863263446	66	hidden_state_001	1	4
koniq10k	SwinV2	swinv2_large	0.6412944393801276	47	hidden_state_003	3	1
koniq10k	SwinV2	swinv2_tiny	0.5255241567912489	58	hidden_state_001	1	2
koniq10k	SwinV2	swinv2_base	0.5218778486782133	60	hidden_state_002	2	3
koniq10k	SwinV2	swinv2_small	0.5104831358249773	61	hidden_state_002	2	4
koniq10k	VGG	vgg19_bn	0.7424794895168642	33	feature_map_001	1	1
koniq10k	VGG	vgg16_bn	0.7329079307201458	34	feature_map_001	1	2
koniq10k	VGG	vgg16	0.7142206016408387	39	feature_map_001	1	3
koniq10k	VGG	vgg13	0.6549680948040109	46	feature_map_001	1	4
koniq10k	VGG	vgg19	0.6408386508659982	48	feature_map_001	1	5
koniq10k	VGG	vgg13_bn	0.5993618960802187	51	feature_map_001	1	6
koniq10k	VGG	vgg11	0.5961713764813127	52	feature_map_001	1	7
koniq10k	VGG	vgg11_bn	0.4494074749316317	65	feature_map_000	0	8
koniq10k	ViT	vit_small	0.9357338195077485	10	block_007	7	1
koniq10k	ViT	vit_tiny	0.9329990884229717	11	block_004	4	2
koniq10k	ViT	vit_huge	0.8026435733819508	22	hidden_state_017	17	3
koniq10k	ViT	vit_base	0.7912488605287147	28	hidden_state_007	7	4
koniq10k	ViT	vit_large	0.7260711030082042	35	hidden_state_008	8	5
