dataset	model_key	family	layer_index	layer_name	quality_score	slice_count	raw_value_mean	dataset_rank	dataset_rank_int
kadid10k	internvit_300m_v25	InternViT	8	hidden_state_008	0.36164033457249073	8	0.20136506357028808	74.0	74
kadid10k	internvit_6b_v25	InternViT	45	hidden_state_045	0.4710734200743495	8	0.22152083832997763	71.0	71
kadid10k	resnet101	ResNet	4	hidden_state_004	0.8263243494423792	8	0.2799374388175211	44.0	44
kadid10k	resnet152	ResNet	4	hidden_state_004	0.7813661710037174	8	0.27126014318517344	49.0	49
kadid10k	resnet18	ResNet	4	hidden_state_004	0.9648001858736059	8	0.3209959839047922	19.0	19
kadid10k	resnet34	ResNet	4	hidden_state_004	0.966775092936803	8	0.3204904847463061	17.0	17
kadid10k	resnet50	ResNet	4	hidden_state_004	0.9372676579925651	8	0.3074506443424901	24.0	24
kadid10k	resnext101_32x8d	ResNeXt	3	feature_map_003	0.9018355018587361	8	0.2968300599056369	31.0	31
kadid10k	resnext50_32x4d	ResNeXt	4	feature_map_004	0.9287871747211897	8	0.3047476004878712	25.0	25
kadid10k	siglip2_base	SigLIP2	1	pooler_output	0.8846421933085502	8	0.29312834445221814	35.0	35
kadid10k	siglip2_base_naflex	SigLIP2	1	pooler_output	0.9272769516728625	8	0.3037204913378271	26.5	26
kadid10k	siglip2_large	SigLIP2	1	pooler_output	0.8187732342007435	8	0.2791602182067373	45.0	45
kadid10k	siglip2_so400m	SigLIP2	1	pooler_output	0.6844795539033457	8	0.25202475856548834	58.0	58
kadid10k	siglip2_so400m_naflex	SigLIP2	0	hidden_state_000	0.9654972118959108	8	0.332354228531894	18.0	18
kadid10k	siglip_base	SigLIP	12	hidden_state_012	0.970724907063197	8	0.32322631696967385	13.0	13
kadid10k	siglip_large	SigLIP	18	hidden_state_018	0.9272769516728625	8	0.30520711281043045	26.5	27
kadid10k	siglip_so400m	SigLIP	27	hidden_state_027	0.9733968401486989	8	0.3268305942994392	10.0	10
kadid10k	swin_base	Swin	5	canonical_embedding	0.5649395910780669	8	0.2338749800329741	66.0	66
kadid10k	swin_large	Swin	5	canonical_embedding	0.5363615241635687	8	0.2302853523953576	68.0	68
kadid10k	swin_small	Swin	3	hidden_state_003	0.5257899628252788	8	0.22803050626118598	70.0	70
kadid10k	swin_tiny	Swin	5	canonical_embedding	0.7351301115241635	8	0.26295285369568494	51.0	51
kadid10k	swinv2_base	SwinV2	3	hidden_state_003	0.43622211895910784	8	0.2153017869526981	72.0	72
kadid10k	swinv2_large	SwinV2	3	hidden_state_003	0.40601765799256506	8	0.21115249603346595	73.0	73
kadid10k	swinv2_small	SwinV2	3	hidden_state_003	0.5321793680297398	8	0.22986943099901042	69.0	69
kadid10k	swinv2_tiny	SwinV2	3	hidden_state_003	0.6440520446096655	8	0.24377805915811704	62.0	62
kadid10k	vgg11	VGG	5	feature_map_005	0.9825743494423792	8	0.3418663685674963	5.0	5
kadid10k	vgg11_bn	VGG	5	feature_map_005	0.9747908921933086	8	0.3394135793336555	8.0	8
kadid10k	vgg13	VGG	5	feature_map_005	0.9824581784386617	8	0.34160507486573266	6.0	6
kadid10k	vgg13_bn	VGG	5	feature_map_005	0.9715381040892194	8	0.3342218622078179	11.0	11
kadid10k	vgg16	VGG	5	feature_map_005	0.993842936802974	8	0.35565490155309565	4.0	4
kadid10k	vgg16_bn	VGG	5	feature_map_005	0.9693308550185874	8	0.3331250090795034	15.0	15
kadid10k	vgg19	VGG	5	feature_map_005	0.9941914498141264	8	0.35592365248303404	3.0	3
kadid10k	vgg19_bn	VGG	5	feature_map_005	0.9700278810408922	8	0.33251786387223464	14.0	14
kadid10k	vit_base	ViT	12	hidden_state_012	0.7008596654275093	8	0.249797057638773	54.0	54
kadid10k	vit_huge	ViT	29	hidden_state_029	0.6921468401486989	8	0.24840254358543612	55.0	55
kadid10k	vit_large	ViT	22	hidden_state_022	0.6876161710037174	8	0.2482797958776301	57.0	57
kadid10k	vit_mae_base	MAE	10	hidden_state_010	0.7232806691449813	8	0.2553669334145794	52.0	52
kadid10k	vit_mae_huge	MAE	21	hidden_state_021	0.585385687732342	8	0.23222697025620045	65.0	65
kadid10k	vit_mae_large	MAE	20	hidden_state_020	0.6162871747211895	8	0.23691058642304041	63.0	63
kadid10k	vit_small	ViT	11	block_011	0.8891728624535316	8	0.2937610776680241	33.0	33
kadid10k	vit_tiny	ViT	10	block_010	0.9711895910780669	8	0.3222646964412089	12.0	12
